date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-04-03,Plant-D,Line-2,Shift-B,Offroad-A,1072,1189,20,3,25
2024-08-09,Plant-D,Line-2,Shift-C,Utility-A,1082,957,16,13,93
2024-07-22,Plant-B,Line-3,Shift-C,Utility-A,508,731,0,4,90
2024-05-17,Plant-C,Line-2,Shift-A,SUV-A,1051,814,43,32,107
2024-10-26,Plant-B,Line-3,Shift-C,Offroad-A,1004,499,27,25,82
2024-07-25,Plant-A,Line-1,Shift-C,SUV-B,502,701,1,3,64
2024-12-01,Plant-A,Line-3,Shift-C,Utility-A,625,791,16,29,96
2024-03-21,Plant-A,Line-2,Shift-A,SUV-B,752,744,38,16,10
2024-08-05,Plant-C,Line-1,Shift-A,SUV-B,559,714,13,27,49
2024-01-02,Plant-A,Line-3,Shift-A,SUV-B,803,355,13,5,57
2024-06-26,Plant-B,Line-3,Shift-C,SUV-A,1106,883,43,26,117
2024-12-11,Plant-C,Line-3,Shift-C,SUV-B,723,569,47,35,33
2024-10-05,Plant-B,Line-2,Shift-A,SUV-A,544,361,17,6,101
2024-05-25,Plant-D,Line-2,Shift-C,SUV-A,1153,1144,39,0,15
2024-11-13,Plant-C,Line-3,Shift-C,Offroad-A,864,734,33,9,58
2024-08-11,Plant-B,Line-3,Shift-B,Utility-A,531,1053,42,12,0
2024-03-02,Plant-B,Line-1,Shift-A,SUV-B,492,807,0,31,40
2024-10-20,Plant-C,Line-2,Shift-A,Offroad-A,672,574,41,13,27
2024-08-26,Plant-D,Line-2,Shift-C,Offroad-A,1103,685,17,32,14
2024-07-13,Plant-C,Line-1,Shift-C,Offroad-A,933,516,47,29,79
2024-06-14,Plant-A,Line-3,Shift-B,Offroad-A,593,665,33,8,45
2024-08-09,Plant-A,Line-3,Shift-A,Offroad-A,569,465,22,5,31
2024-03-01,Plant-D,Line-1,Shift-A,SUV-B,859,1187,48,9,38
2024-05-08,Plant-B,Line-3,Shift-C,Offroad-A,410,847,15,10,64
2024-06-21,Plant-B,Line-3,Shift-A,Utility-A,580,497,18,38,111
2024-06-04,Plant-B,Line-1,Shift-C,SUV-A,631,385,36,19,72
2024-04-19,Plant-C,Line-1,Shift-B,SUV-A,428,756,5,24,92
2024-09-25,Plant-C,Line-1,Shift-C,Utility-A,931,734,23,11,88
2024-12-21,Plant-D,Line-3,Shift-B,SUV-B,404,1106,16,21,74
2024-10-04,Plant-A,Line-1,Shift-C,SUV-A,945,760,47,11,105
2024-03-14,Plant-B,Line-3,Shift-B,Utility-A,539,657,15,13,10
2024-07-25,Plant-A,Line-2,Shift-B,Utility-A,427,991,38,35,69
2024-10-05,Plant-C,Line-2,Shift-A,Offroad-A,497,589,47,13,33
2024-11-21,Plant-C,Line-1,Shift-C,SUV-A,661,716,40,1,49
2024-12-05,Plant-C,Line-3,Shift-A,Offroad-A,1157,653,5,1,43
2024-12-22,Plant-A,Line-3,Shift-A,SUV-B,418,966,15,5,13
2024-12-05,Plant-D,Line-3,Shift-C,SUV-A,411,516,8,24,71
2024-07-22,Plant-D,Line-1,Shift-A,SUV-A,936,903,28,2,24
2024-06-09,Plant-C,Line-3,Shift-A,Utility-A,924,1115,3,22,67
2024-01-28,Plant-B,Line-3,Shift-A,SUV-A,864,650,25,8,49
2024-09-13,Plant-A,Line-3,Shift-C,SUV-B,987,554,37,30,94
2024-06-13,Plant-C,Line-2,Shift-A,SUV-B,658,544,25,27,84
2024-03-03,Plant-A,Line-3,Shift-A,SUV-A,423,520,13,24,108
2024-01-22,Plant-A,Line-2,Shift-A,Utility-A,407,1111,34,34,31
2024-03-10,Plant-D,Line-3,Shift-C,SUV-B,627,965,48,0,54
2024-04-05,Plant-C,Line-3,Shift-B,Offroad-A,775,751,42,1,77
2024-06-11,Plant-D,Line-3,Shift-B,SUV-B,522,388,23,14,115
2024-03-19,Plant-C,Line-2,Shift-B,SUV-A,489,1097,7,39,91
2024-01-05,Plant-A,Line-3,Shift-B,Offroad-A,855,995,39,15,24
2024-11-11,Plant-D,Line-1,Shift-A,SUV-A,623,601,24,22,91
2024-04-29,Plant-A,Line-3,Shift-C,SUV-A,1135,1031,3,34,78
2024-10-28,Plant-C,Line-2,Shift-A,SUV-A,656,632,14,7,51
2024-06-26,Plant-B,Line-2,Shift-C,Utility-A,914,556,15,6,55
2024-06-24,Plant-D,Line-1,Shift-A,Utility-A,1182,849,10,20,114
2024-08-04,Plant-D,Line-1,Shift-B,SUV-B,547,492,27,34,109
2024-02-25,Plant-A,Line-1,Shift-B,SUV-A,786,368,6,38,107
2024-07-05,Plant-A,Line-2,Shift-C,Offroad-A,1100,1051,49,36,21
2024-08-19,Plant-B,Line-3,Shift-A,Offroad-A,1098,925,37,32,46
2024-09-11,Plant-D,Line-3,Shift-B,Offroad-A,837,1091,23,36,69
2024-04-13,Plant-C,Line-1,Shift-C,Utility-A,1099,1168,30,34,50
2024-03-17,Plant-C,Line-1,Shift-A,Utility-A,1035,1036,3,17,65
2024-08-17,Plant-D,Line-3,Shift-C,SUV-A,436,1174,36,18,69
2024-09-14,Plant-D,Line-1,Shift-A,Offroad-A,1060,369,34,9,118
2024-09-20,Plant-D,Line-3,Shift-A,Offroad-A,505,1137,5,3,86
2024-11-26,Plant-B,Line-3,Shift-A,Utility-A,1014,1199,45,29,89
2024-06-30,Plant-C,Line-3,Shift-C,Utility-A,631,797,32,32,74
2024-09-12,Plant-C,Line-3,Shift-C,Offroad-A,545,575,31,3,64
2024-02-07,Plant-A,Line-2,Shift-A,Offroad-A,416,1092,45,8,91
2024-06-24,Plant-A,Line-3,Shift-B,SUV-B,558,450,37,16,21
2024-01-27,Plant-D,Line-1,Shift-A,Utility-A,681,1088,34,38,40
2024-10-02,Plant-A,Line-1,Shift-C,SUV-A,677,643,16,23,76
2024-05-19,Plant-B,Line-1,Shift-A,SUV-A,524,899,31,38,104
2024-10-25,Plant-C,Line-1,Shift-C,Offroad-A,1084,414,13,12,46
2024-10-13,Plant-C,Line-2,Shift-A,Utility-A,819,848,18,25,59
2024-03-31,Plant-A,Line-3,Shift-A,SUV-A,719,425,23,18,113
2024-03-01,Plant-D,Line-3,Shift-B,Utility-A,1074,1053,38,16,99
2024-12-30,Plant-A,Line-1,Shift-B,Offroad-A,1114,984,10,29,21
2024-12-12,Plant-D,Line-1,Shift-C,Offroad-A,881,474,6,25,3
2024-06-11,Plant-B,Line-1,Shift-A,Offroad-A,1066,376,44,12,43
2024-12-16,Plant-C,Line-3,Shift-C,Utility-A,723,964,23,17,40
2024-05-22,Plant-B,Line-2,Shift-A,SUV-A,794,625,23,20,81
2024-09-09,Plant-C,Line-2,Shift-A,SUV-B,1172,921,13,33,37
2024-09-25,Plant-B,Line-2,Shift-A,SUV-A,585,1029,23,8,16
2024-10-17,Plant-A,Line-2,Shift-B,Utility-A,865,432,10,29,88
2024-07-05,Plant-B,Line-1,Shift-C,SUV-A,456,835,7,28,16
2024-10-30,Plant-B,Line-3,Shift-A,SUV-B,1128,812,43,28,92
2024-10-17,Plant-A,Line-1,Shift-A,SUV-A,857,355,14,18,44
2024-03-26,Plant-C,Line-2,Shift-C,SUV-B,607,1025,41,7,107
2024-06-14,Plant-C,Line-1,Shift-C,Utility-A,1113,717,1,16,45
2024-04-23,Plant-A,Line-2,Shift-A,Offroad-A,473,820,23,11,7
2024-12-21,Plant-B,Line-3,Shift-B,SUV-B,883,1063,44,14,92
2024-07-01,Plant-B,Line-2,Shift-B,Utility-A,484,798,9,4,14
2024-07-25,Plant-B,Line-1,Shift-A,Offroad-A,1031,1038,31,33,104
2024-09-12,Plant-D,Line-3,Shift-B,SUV-B,413,719,16,2,32
2024-08-22,Plant-C,Line-2,Shift-C,Offroad-A,1040,689,9,4,48
2024-12-20,Plant-B,Line-2,Shift-B,SUV-A,1193,1017,21,33,9
2024-01-03,Plant-C,Line-3,Shift-C,Utility-A,448,627,5,8,61
2024-07-26,Plant-B,Line-1,Shift-C,Utility-A,825,689,26,23,54
2024-07-15,Plant-A,Line-3,Shift-C,Utility-A,758,1164,19,4,57
2024-12-06,Plant-A,Line-1,Shift-C,Utility-A,641,963,0,26,100
2024-05-04,Plant-C,Line-2,Shift-B,SUV-B,452,429,16,19,62
2024-05-17,Plant-C,Line-2,Shift-C,SUV-A,1176,1055,0,1,10
2024-12-04,Plant-A,Line-3,Shift-A,Offroad-A,468,1142,36,22,34
2024-01-25,Plant-D,Line-2,Shift-C,Utility-A,951,952,14,33,97
2024-03-08,Plant-A,Line-3,Shift-A,Utility-A,1095,416,0,28,95
2024-03-01,Plant-B,Line-2,Shift-C,SUV-B,1044,564,16,34,85
2024-01-29,Plant-D,Line-2,Shift-C,SUV-B,455,765,45,29,3
2024-01-19,Plant-A,Line-1,Shift-B,SUV-B,855,494,44,2,116
2024-06-19,Plant-D,Line-3,Shift-C,SUV-A,654,901,42,9,65
2024-03-14,Plant-D,Line-3,Shift-C,Offroad-A,404,1073,43,33,32
2024-03-01,Plant-D,Line-2,Shift-B,SUV-A,980,635,37,0,72
2024-06-01,Plant-C,Line-1,Shift-B,Utility-A,451,920,42,5,34
2024-10-02,Plant-A,Line-1,Shift-A,SUV-B,728,889,1,5,37
2024-02-17,Plant-C,Line-3,Shift-B,Utility-A,497,396,17,15,94
2024-07-29,Plant-C,Line-3,Shift-A,Offroad-A,560,586,11,0,77
2024-12-08,Plant-B,Line-2,Shift-C,Offroad-A,805,466,28,4,56
2024-05-18,Plant-B,Line-3,Shift-A,SUV-A,1182,500,22,24,94
2024-04-19,Plant-D,Line-2,Shift-B,SUV-A,976,432,46,26,32
2024-07-01,Plant-D,Line-1,Shift-C,SUV-B,726,406,8,37,43
2024-01-28,Plant-B,Line-3,Shift-A,SUV-B,642,1078,7,25,52
2024-07-15,Plant-B,Line-1,Shift-A,Utility-A,903,734,49,15,79
2024-07-09,Plant-A,Line-1,Shift-A,SUV-B,766,569,15,25,19
2024-11-10,Plant-D,Line-2,Shift-C,SUV-B,1173,634,22,36,62
2024-02-20,Plant-D,Line-1,Shift-A,Utility-A,1123,1103,28,27,50
2024-05-28,Plant-B,Line-2,Shift-A,Offroad-A,841,783,9,27,113
2024-09-24,Plant-A,Line-2,Shift-B,SUV-B,553,669,11,29,13
2024-02-19,Plant-B,Line-1,Shift-A,SUV-B,633,960,11,12,34
2024-09-02,Plant-B,Line-1,Shift-C,Utility-A,1051,591,29,24,109
2024-04-22,Plant-C,Line-2,Shift-B,Utility-A,732,814,9,18,112
2024-06-18,Plant-D,Line-2,Shift-C,Utility-A,894,552,13,12,44
2024-06-14,Plant-A,Line-1,Shift-B,Utility-A,514,898,3,10,32
2024-01-14,Plant-C,Line-2,Shift-B,Utility-A,768,1107,46,22,60
2024-07-21,Plant-D,Line-2,Shift-A,SUV-B,732,794,19,13,92
2024-10-14,Plant-B,Line-3,Shift-C,SUV-A,529,989,40,9,71
2024-07-07,Plant-A,Line-3,Shift-A,SUV-A,577,484,38,33,52
2024-06-03,Plant-D,Line-3,Shift-B,SUV-A,494,925,6,39,97
2024-02-24,Plant-B,Line-3,Shift-A,SUV-B,716,1135,29,22,114
2024-06-30,Plant-C,Line-3,Shift-B,Offroad-A,500,890,40,39,110
2024-07-28,Plant-A,Line-2,Shift-B,SUV-B,595,836,23,20,77
2024-03-15,Plant-D,Line-2,Shift-C,SUV-A,607,1087,9,19,77
2024-10-03,Plant-C,Line-3,Shift-C,SUV-A,1006,921,44,31,49
2024-05-12,Plant-B,Line-1,Shift-C,Utility-A,872,835,37,13,14
2024-12-08,Plant-B,Line-3,Shift-C,Utility-A,1014,915,35,23,41
2024-02-28,Plant-D,Line-1,Shift-A,Utility-A,407,1189,16,17,113
2024-12-10,Plant-B,Line-2,Shift-C,SUV-B,535,1010,20,29,19
2024-06-30,Plant-A,Line-1,Shift-C,Offroad-A,1009,754,45,27,91
2024-12-04,Plant-D,Line-2,Shift-C,Offroad-A,660,919,2,13,67
2024-11-16,Plant-C,Line-1,Shift-B,Utility-A,546,782,0,20,6
2024-03-04,Plant-D,Line-2,Shift-B,Offroad-A,857,897,17,33,65
2024-11-22,Plant-D,Line-2,Shift-C,SUV-A,1096,1006,1,4,72
2024-09-16,Plant-C,Line-3,Shift-B,SUV-A,837,599,39,30,22
2024-07-11,Plant-B,Line-2,Shift-B,Utility-A,812,429,47,2,35
2024-05-22,Plant-C,Line-3,Shift-A,Utility-A,899,364,3,22,11
2024-04-13,Plant-A,Line-3,Shift-B,Utility-A,631,389,31,38,22
2024-08-01,Plant-B,Line-3,Shift-A,Offroad-A,500,430,18,29,94
2024-08-29,Plant-D,Line-1,Shift-B,SUV-B,546,859,19,29,105
2024-07-27,Plant-B,Line-1,Shift-C,Utility-A,1116,656,41,35,10
2024-04-02,Plant-B,Line-2,Shift-B,Offroad-A,906,1054,48,37,0
2024-05-21,Plant-A,Line-3,Shift-B,Utility-A,957,746,48,6,76
2024-04-21,Plant-B,Line-3,Shift-A,SUV-B,503,1027,6,4,38
2024-02-28,Plant-B,Line-2,Shift-C,Utility-A,735,553,8,5,92
2024-02-12,Plant-B,Line-3,Shift-A,SUV-A,845,560,6,13,69
2024-07-25,Plant-D,Line-2,Shift-C,Utility-A,1133,748,26,10,30
2024-09-24,Plant-B,Line-3,Shift-C,SUV-A,843,722,20,36,8
2024-10-22,Plant-C,Line-1,Shift-A,SUV-A,517,738,34,1,55
2024-04-27,Plant-B,Line-2,Shift-B,Offroad-A,916,607,23,30,17
2024-01-20,Plant-A,Line-2,Shift-C,Offroad-A,1122,464,31,26,58
2024-08-09,Plant-B,Line-1,Shift-B,SUV-A,966,683,11,15,66
2024-06-14,Plant-B,Line-2,Shift-A,SUV-A,930,698,22,1,95
2024-05-10,Plant-D,Line-1,Shift-A,Utility-A,487,582,35,25,108
2024-06-04,Plant-C,Line-3,Shift-A,Utility-A,1158,858,48,15,2
2024-07-02,Plant-B,Line-1,Shift-A,SUV-A,1028,798,28,8,108
2024-03-30,Plant-C,Line-1,Shift-C,Offroad-A,875,426,2,8,29
2024-04-03,Plant-A,Line-2,Shift-A,Utility-A,1081,1177,42,4,63
2024-01-13,Plant-D,Line-3,Shift-B,Utility-A,884,957,7,35,69
2024-11-17,Plant-C,Line-1,Shift-B,Utility-A,1061,447,33,6,113
2024-10-19,Plant-D,Line-3,Shift-C,Offroad-A,694,917,13,31,90
2024-08-17,Plant-B,Line-1,Shift-A,SUV-A,1119,979,35,28,1
2024-11-17,Plant-A,Line-2,Shift-C,Utility-A,780,811,47,36,19
2024-10-18,Plant-D,Line-1,Shift-C,Offroad-A,682,849,45,2,80
2024-01-26,Plant-B,Line-1,Shift-C,Offroad-A,1085,980,31,29,96
2024-03-15,Plant-C,Line-3,Shift-A,Offroad-A,1038,387,6,39,80
2024-12-29,Plant-A,Line-1,Shift-B,Offroad-A,555,1046,9,30,100
2024-10-25,Plant-A,Line-2,Shift-B,Utility-A,579,707,11,26,28
2024-05-29,Plant-C,Line-2,Shift-C,SUV-A,486,591,39,5,8
2024-05-27,Plant-C,Line-1,Shift-C,SUV-A,805,400,22,28,3
2024-01-08,Plant-A,Line-1,Shift-B,Offroad-A,895,774,10,8,109
2024-01-29,Plant-D,Line-3,Shift-B,SUV-A,666,476,12,19,39
2024-10-22,Plant-A,Line-3,Shift-A,Utility-A,993,452,11,10,54
2024-07-27,Plant-C,Line-2,Shift-C,SUV-A,463,826,6,18,12
2024-05-07,Plant-D,Line-3,Shift-A,SUV-A,518,578,43,38,5
2024-12-05,Plant-B,Line-1,Shift-B,SUV-B,740,1072,9,9,109
2024-04-25,Plant-A,Line-2,Shift-B,SUV-A,712,785,6,4,72
2024-05-23,Plant-C,Line-3,Shift-B,SUV-A,562,734,26,38,25
2024-11-13,Plant-B,Line-2,Shift-B,Offroad-A,904,434,6,22,112
2024-08-22,Plant-A,Line-1,Shift-A,Offroad-A,692,708,49,5,102
2024-01-07,Plant-A,Line-3,Shift-B,SUV-B,1089,1135,23,30,40
2024-02-14,Plant-D,Line-1,Shift-C,Utility-A,776,376,22,17,110
2024-08-26,Plant-C,Line-1,Shift-B,SUV-B,941,421,24,20,41
2024-06-03,Plant-B,Line-2,Shift-C,SUV-A,800,444,43,14,77
2024-06-29,Plant-A,Line-2,Shift-B,SUV-A,1072,937,35,30,111
2024-08-02,Plant-D,Line-2,Shift-A,Utility-A,799,775,32,9,60
2024-03-28,Plant-B,Line-3,Shift-C,Utility-A,798,355,36,5,61
2024-09-12,Plant-B,Line-3,Shift-A,Offroad-A,886,439,41,23,97
2024-03-13,Plant-A,Line-2,Shift-B,SUV-A,914,941,38,32,67
2024-06-27,Plant-B,Line-3,Shift-A,SUV-A,423,571,6,27,20
2024-07-30,Plant-A,Line-3,Shift-B,SUV-A,458,944,29,27,30
2024-10-19,Plant-D,Line-2,Shift-A,SUV-A,1148,943,30,9,110
2024-08-21,Plant-D,Line-1,Shift-A,SUV-A,639,501,44,22,42
2024-08-26,Plant-B,Line-3,Shift-C,SUV-A,710,906,45,14,20
2024-08-10,Plant-A,Line-3,Shift-B,SUV-A,720,561,36,36,106
2024-04-28,Plant-C,Line-1,Shift-A,SUV-A,1071,932,20,13,28
2024-11-08,Plant-D,Line-1,Shift-B,Offroad-A,880,612,33,13,54
2024-09-20,Plant-A,Line-1,Shift-C,SUV-B,971,731,45,6,57
2024-07-25,Plant-A,Line-2,Shift-A,SUV-A,1151,919,20,35,23
2024-04-04,Plant-A,Line-1,Shift-B,Offroad-A,813,406,39,17,44
2024-08-09,Plant-B,Line-2,Shift-A,SUV-A,721,775,19,14,79
2024-10-02,Plant-C,Line-1,Shift-A,Utility-A,801,972,33,32,8
2024-08-18,Plant-B,Line-1,Shift-A,SUV-A,458,491,7,21,84
2024-11-04,Plant-D,Line-2,Shift-A,SUV-B,452,917,31,16,65
2024-04-28,Plant-B,Line-2,Shift-C,Offroad-A,463,873,29,25,1
2024-09-24,Plant-A,Line-1,Shift-C,Utility-A,1032,364,28,14,36
2024-09-29,Plant-B,Line-1,Shift-B,Utility-A,518,357,4,39,36
2024-03-04,Plant-A,Line-1,Shift-B,SUV-A,685,580,29,17,68
2024-10-24,Plant-C,Line-3,Shift-A,SUV-B,417,535,11,7,45
2024-12-15,Plant-B,Line-1,Shift-A,SUV-B,404,402,38,2,5
2024-01-11,Plant-B,Line-2,Shift-A,SUV-A,791,486,26,13,47
2024-04-07,Plant-B,Line-3,Shift-C,SUV-A,559,523,12,33,111
2024-03-11,Plant-A,Line-2,Shift-A,Offroad-A,541,568,46,32,7
2024-12-29,Plant-A,Line-3,Shift-B,Offroad-A,796,612,9,36,31
2024-02-27,Plant-B,Line-3,Shift-A,SUV-A,417,604,35,0,100
2024-10-16,Plant-B,Line-2,Shift-C,SUV-A,979,1161,30,34,76
2024-09-07,Plant-C,Line-3,Shift-A,Utility-A,513,619,15,9,66
2024-10-02,Plant-C,Line-2,Shift-C,SUV-B,933,936,38,18,72
2024-02-19,Plant-D,Line-1,Shift-C,Offroad-A,931,573,44,10,67
2024-12-23,Plant-C,Line-3,Shift-C,SUV-A,1174,953,35,34,27
2024-08-03,Plant-C,Line-2,Shift-C,SUV-A,860,483,25,1,39
2024-02-21,Plant-C,Line-3,Shift-B,Offroad-A,1009,512,43,2,15
2024-09-27,Plant-A,Line-2,Shift-C,Utility-A,1016,1059,19,14,56
2024-03-24,Plant-C,Line-1,Shift-B,Utility-A,685,1050,33,27,74
2024-10-19,Plant-C,Line-1,Shift-B,SUV-A,404,422,36,1,54
2024-05-05,Plant-B,Line-3,Shift-A,SUV-B,528,1067,7,29,82
2024-10-22,Plant-A,Line-3,Shift-A,SUV-B,1070,892,3,37,105
2024-03-12,Plant-D,Line-2,Shift-C,SUV-A,1162,980,28,4,85
2024-10-22,Plant-D,Line-2,Shift-A,Offroad-A,898,1144,30,5,38
2024-08-23,Plant-C,Line-3,Shift-C,SUV-B,675,833,1,4,75
2024-02-25,Plant-D,Line-2,Shift-A,Offroad-A,482,1020,24,11,54
2024-12-25,Plant-D,Line-2,Shift-C,Offroad-A,517,604,37,3,29
2024-04-19,Plant-D,Line-2,Shift-A,Offroad-A,428,1106,2,23,103
2024-07-10,Plant-C,Line-3,Shift-A,Utility-A,757,967,45,24,41
2024-04-02,Plant-D,Line-1,Shift-B,SUV-B,1049,547,41,25,4
2024-12-15,Plant-C,Line-1,Shift-A,Utility-A,556,776,42,32,100
2024-02-25,Plant-B,Line-2,Shift-A,SUV-B,430,842,4,20,44
2024-02-29,Plant-B,Line-3,Shift-C,SUV-A,685,981,21,22,63
2024-05-17,Plant-D,Line-2,Shift-B,Offroad-A,1064,431,15,36,31
2024-02-08,Plant-B,Line-1,Shift-C,SUV-B,735,657,8,36,97
2024-01-28,Plant-C,Line-2,Shift-A,SUV-B,969,1131,47,11,11
2024-02-18,Plant-B,Line-1,Shift-C,SUV-A,712,1048,8,36,106
2024-05-04,Plant-D,Line-3,Shift-B,Utility-A,998,1137,48,20,65
2024-01-13,Plant-C,Line-2,Shift-C,SUV-B,522,723,11,12,110
2024-02-05,Plant-A,Line-3,Shift-A,SUV-B,1102,913,46,32,51
2024-04-10,Plant-C,Line-2,Shift-C,Utility-A,770,808,41,5,70
2024-10-08,Plant-B,Line-2,Shift-A,Utility-A,713,850,3,11,31
2024-03-26,Plant-A,Line-2,Shift-B,SUV-B,427,706,48,37,103
2024-01-04,Plant-C,Line-2,Shift-B,Utility-A,554,645,17,29,34
2024-08-10,Plant-A,Line-2,Shift-C,SUV-A,629,929,17,36,112
2024-12-03,Plant-A,Line-3,Shift-B,SUV-A,948,649,41,17,115
2024-06-14,Plant-A,Line-3,Shift-C,Offroad-A,405,995,42,15,5
2024-12-09,Plant-C,Line-1,Shift-A,SUV-B,872,692,32,6,21
2024-10-04,Plant-B,Line-2,Shift-C,SUV-A,717,469,41,0,88
2024-05-09,Plant-C,Line-1,Shift-A,SUV-A,624,918,2,27,46
2024-01-31,Plant-B,Line-3,Shift-B,SUV-A,432,535,37,2,12
2024-01-11,Plant-C,Line-1,Shift-A,Offroad-A,488,933,16,38,22
2024-10-28,Plant-C,Line-3,Shift-A,Utility-A,733,507,11,9,108
2024-04-05,Plant-C,Line-2,Shift-A,Offroad-A,439,577,10,13,43
2024-07-08,Plant-B,Line-1,Shift-A,Offroad-A,1080,657,16,14,109
2024-07-10,Plant-C,Line-1,Shift-A,Offroad-A,774,583,34,5,8
2024-09-22,Plant-A,Line-1,Shift-C,Offroad-A,697,360,40,38,105
2024-05-07,Plant-C,Line-1,Shift-A,SUV-B,792,524,49,15,58
2024-08-25,Plant-A,Line-2,Shift-A,SUV-B,417,1122,5,17,100
2024-12-20,Plant-D,Line-3,Shift-A,SUV-A,926,992,34,34,116
2024-04-21,Plant-D,Line-3,Shift-A,Offroad-A,531,351,5,24,100
2024-11-11,Plant-B,Line-2,Shift-A,Offroad-A,689,1110,31,32,116
2024-12-08,Plant-B,Line-3,Shift-A,SUV-A,608,1061,10,32,29
2024-05-24,Plant-D,Line-1,Shift-B,Utility-A,726,531,42,18,83
2024-03-05,Plant-C,Line-2,Shift-C,SUV-B,902,699,38,37,101
2024-09-03,Plant-C,Line-3,Shift-A,Offroad-A,678,988,12,10,43
2024-08-10,Plant-C,Line-2,Shift-C,Utility-A,781,731,12,38,48
2024-11-08,Plant-D,Line-2,Shift-B,Utility-A,1187,646,38,2,15
2024-04-15,Plant-A,Line-3,Shift-B,Offroad-A,708,546,45,37,113
2024-06-29,Plant-B,Line-3,Shift-A,Offroad-A,676,635,33,0,85
2024-07-02,Plant-A,Line-2,Shift-C,Utility-A,475,905,2,39,101
2024-08-13,Plant-D,Line-2,Shift-A,SUV-B,697,871,31,24,73
2024-09-21,Plant-A,Line-3,Shift-B,SUV-B,777,574,3,31,83
2024-10-04,Plant-C,Line-2,Shift-B,Offroad-A,832,1077,39,35,52
2024-03-29,Plant-C,Line-3,Shift-C,Offroad-A,511,1072,0,3,104
2024-06-24,Plant-A,Line-2,Shift-A,SUV-A,1177,635,8,22,1
2024-01-18,Plant-D,Line-2,Shift-C,SUV-A,471,1078,48,15,66
2024-04-15,Plant-A,Line-2,Shift-C,SUV-B,716,680,49,10,41
2024-09-27,Plant-C,Line-3,Shift-B,SUV-A,420,910,6,21,63
2024-11-14,Plant-C,Line-1,Shift-C,Utility-A,587,512,26,38,7
2024-06-15,Plant-D,Line-3,Shift-B,Utility-A,520,542,2,32,72
2024-01-13,Plant-A,Line-2,Shift-A,Utility-A,741,494,21,37,91
2024-12-02,Plant-C,Line-1,Shift-C,Utility-A,1052,1020,15,12,20
2024-02-01,Plant-C,Line-1,Shift-C,Offroad-A,703,1187,7,20,114
2024-02-09,Plant-A,Line-2,Shift-A,Utility-A,846,1041,4,11,96
2024-05-27,Plant-A,Line-3,Shift-C,SUV-B,1115,887,48,25,59
2024-08-05,Plant-B,Line-1,Shift-A,SUV-A,1120,961,29,0,33
2024-08-06,Plant-D,Line-1,Shift-B,SUV-B,895,972,27,21,115
2024-03-22,Plant-D,Line-3,Shift-B,Offroad-A,920,619,26,26,3
2024-11-28,Plant-A,Line-3,Shift-C,SUV-A,584,400,49,31,111
2024-07-26,Plant-D,Line-1,Shift-B,SUV-A,731,876,21,7,116
2024-07-19,Plant-C,Line-3,Shift-B,SUV-A,1112,477,29,33,88
2024-11-27,Plant-A,Line-1,Shift-A,Utility-A,975,1001,36,17,61
2024-02-07,Plant-A,Line-2,Shift-B,Offroad-A,749,1103,6,3,95
2024-07-29,Plant-A,Line-3,Shift-B,SUV-B,719,395,49,0,75
2024-11-22,Plant-B,Line-1,Shift-B,Utility-A,936,583,29,15,1
2024-09-05,Plant-D,Line-3,Shift-A,SUV-A,811,797,12,29,110
2024-08-14,Plant-B,Line-3,Shift-C,SUV-B,555,933,21,22,49
2024-02-17,Plant-C,Line-1,Shift-A,SUV-B,1132,792,10,30,111
2024-01-18,Plant-D,Line-2,Shift-C,SUV-B,1050,852,4,27,116
2024-10-21,Plant-B,Line-1,Shift-C,Offroad-A,932,956,21,36,75
2024-07-14,Plant-A,Line-3,Shift-B,Utility-A,901,634,14,15,113
2024-07-05,Plant-B,Line-1,Shift-B,Offroad-A,885,481,38,8,109
2024-12-10,Plant-A,Line-3,Shift-A,SUV-A,553,825,36,1,25
2024-08-11,Plant-B,Line-1,Shift-A,SUV-A,467,1142,30,1,84
2024-11-13,Plant-B,Line-2,Shift-A,SUV-B,891,893,28,31,107
2024-12-30,Plant-B,Line-2,Shift-B,SUV-B,440,705,38,15,36
2024-12-02,Plant-A,Line-2,Shift-C,SUV-B,926,386,16,12,54
2024-08-16,Plant-B,Line-2,Shift-A,Offroad-A,1190,987,40,26,99
2024-03-17,Plant-D,Line-1,Shift-C,Utility-A,568,487,5,30,17
2024-07-06,Plant-D,Line-2,Shift-B,Offroad-A,1045,771,40,32,23
2024-12-11,Plant-D,Line-1,Shift-B,SUV-A,1110,794,16,20,29
2024-09-26,Plant-A,Line-3,Shift-B,SUV-B,1149,961,33,18,16
2024-04-04,Plant-A,Line-3,Shift-B,SUV-B,511,591,22,12,79
2024-11-05,Plant-D,Line-3,Shift-C,Offroad-A,862,594,29,18,41
2024-05-11,Plant-D,Line-2,Shift-C,SUV-A,451,888,12,34,80
2024-02-08,Plant-D,Line-2,Shift-A,Utility-A,1048,558,29,34,107
2024-03-12,Plant-C,Line-2,Shift-C,SUV-B,654,806,48,32,11
2024-10-07,Plant-D,Line-3,Shift-C,SUV-B,1026,448,19,2,26
2024-11-28,Plant-B,Line-3,Shift-C,SUV-A,557,851,5,20,54
2024-06-08,Plant-C,Line-3,Shift-A,SUV-B,699,486,30,39,3
2024-07-05,Plant-C,Line-3,Shift-C,Utility-A,826,536,18,22,34
