claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-02-10,Utility-A,Plant-D,Supplier-Beta,Door Trim,Surface Damage,2,14336,27,North
2024-07-19,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Fitment Issue,3,22620,14,North
2024-02-19,Utility-A,Plant-D,Supplier-Delta,Front Bumper,Material Failure,4,5584,12,North
2024-03-30,Offroad-A,Plant-C,Supplier-Gamma,Front Bumper,Surface Damage,1,22005,12,North
2024-08-24,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Surface Damage,2,17083,22,North
2024-12-11,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,2,2037,9,West
2024-11-20,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Noise,7,20979,35,West
2024-12-02,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,6,21225,14,South
2024-10-08,SUV-B,Plant-A,Supplier-Gamma,Rear Bumper,Fitment Issue,4,10495,24,South
2024-06-02,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,3,13104,3,North
2024-12-28,Utility-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,6,10359,26,North
2024-06-28,SUV-B,Plant-A,Supplier-Delta,Door Trim,Material Failure,5,7831,26,West
2024-03-28,Utility-A,Plant-C,Supplier-Alpha,Rear Bumper,Material Failure,6,11398,35,East
2024-04-14,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Noise,7,4451,7,East
2024-03-13,SUV-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,4,19660,29,East
2024-09-13,SUV-B,Plant-D,Supplier-Gamma,Dashboard Panel,Fitment Issue,6,14198,5,North
2024-05-13,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Material Failure,3,18359,30,West
2024-10-11,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Crack,6,20907,12,West
2024-08-23,Offroad-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,3,21804,25,East
2024-04-18,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Surface Damage,6,10152,14,West
2024-12-09,Offroad-A,Plant-D,Supplier-Delta,Dashboard Panel,Material Failure,5,19497,31,East
2024-05-16,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,2,14231,12,North
2024-12-02,SUV-B,Plant-D,Supplier-Delta,Door Trim,Crack,7,14381,3,North
2024-08-22,SUV-B,Plant-D,Supplier-Gamma,Front Bumper,Noise,1,17676,25,North
2024-02-28,Utility-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,5,2883,23,West
2024-10-20,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Material Failure,4,23945,30,South
2024-02-11,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Noise,7,15624,5,North
2024-09-04,SUV-A,Plant-A,Supplier-Alpha,Door Trim,Crack,3,6160,33,West
2024-02-19,Offroad-A,Plant-A,Supplier-Delta,Rear Bumper,Crack,6,3435,12,East
2024-09-26,Utility-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,5,7644,30,North
2024-12-21,Utility-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,3,11960,17,South
2024-06-21,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Material Failure,2,12900,15,South
2024-10-15,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Material Failure,6,21924,3,East
2024-06-10,SUV-A,Plant-D,Supplier-Delta,Dashboard Panel,Fitment Issue,3,21850,11,South
2024-03-07,Utility-A,Plant-C,Supplier-Gamma,Front Bumper,Fitment Issue,1,2602,14,West
2024-12-05,Offroad-A,Plant-D,Supplier-Gamma,Rear Bumper,Material Failure,7,17556,17,East
2024-11-18,SUV-B,Plant-B,Supplier-Beta,Wheel Arch Cladding,Material Failure,6,12252,32,South
2024-11-21,Utility-A,Plant-A,Supplier-Delta,Dashboard Panel,Material Failure,7,19319,35,South
2024-08-08,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Crack,4,17904,30,North
2024-06-15,Utility-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,2,10121,5,West
2024-06-19,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,3,6546,13,South
2024-08-10,SUV-A,Plant-C,Supplier-Delta,Dashboard Panel,Crack,7,3583,34,South
2024-06-15,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Material Failure,1,15270,21,North
2024-03-25,Offroad-A,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,1,2645,26,North
2024-04-24,Offroad-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Surface Damage,4,3354,6,South
2024-10-26,SUV-A,Plant-C,Supplier-Gamma,Dashboard Panel,Crack,2,24820,4,West
2024-12-18,SUV-B,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,4,9974,18,North
2024-02-19,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,4,9404,31,South
2024-11-13,SUV-B,Plant-C,Supplier-Delta,Door Trim,Material Failure,1,14196,24,South
2024-08-05,SUV-B,Plant-A,Supplier-Beta,Front Bumper,Noise,7,23926,9,South
2024-09-15,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Material Failure,5,16706,27,West
2024-05-15,Offroad-A,Plant-D,Supplier-Gamma,Front Bumper,Noise,3,2645,8,West
2024-10-30,SUV-B,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Crack,7,19041,26,North
2024-04-05,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Surface Damage,2,7056,13,North
2024-06-17,Utility-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,5,17795,5,South
2024-11-08,SUV-B,Plant-C,Supplier-Gamma,Dashboard Panel,Surface Damage,4,3546,19,North
2024-08-12,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Noise,2,9401,14,East
2024-12-06,Offroad-A,Plant-D,Supplier-Delta,Rear Bumper,Surface Damage,7,18378,32,North
2024-12-11,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Noise,4,20628,15,West
2024-11-29,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,7,8167,27,West
2024-10-10,Offroad-A,Plant-A,Supplier-Gamma,Dashboard Panel,Fitment Issue,6,21521,17,West
2024-12-13,Utility-A,Plant-D,Supplier-Gamma,Dashboard Panel,Material Failure,2,9919,34,North
2024-12-06,Utility-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,2,19186,27,North
2024-07-05,Utility-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Material Failure,3,3249,27,West
2024-10-20,SUV-B,Plant-A,Supplier-Beta,Fender Cladding,Material Failure,1,12753,8,West
2024-11-16,Utility-A,Plant-C,Supplier-Alpha,Door Trim,Surface Damage,3,12891,26,East
2024-10-08,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Fitment Issue,7,8065,14,South
2024-08-30,Offroad-A,Plant-B,Supplier-Delta,Dashboard Panel,Surface Damage,7,12018,9,South
2024-01-27,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Material Failure,3,14124,12,East
2024-05-30,Utility-A,Plant-A,Supplier-Delta,Fender Cladding,Surface Damage,5,8916,15,North
2024-07-17,SUV-B,Plant-D,Supplier-Delta,Dashboard Panel,Noise,3,20794,34,North
2024-10-04,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,2,14858,22,West
2024-08-14,Utility-A,Plant-A,Supplier-Gamma,Front Bumper,Noise,4,12421,12,North
2024-07-14,Utility-A,Plant-B,Supplier-Beta,Door Trim,Material Failure,5,6710,25,West
2024-08-08,Utility-A,Plant-A,Supplier-Beta,Rear Bumper,Noise,2,18076,33,West
2024-12-22,SUV-B,Plant-C,Supplier-Delta,Door Trim,Noise,6,14574,4,West
2024-08-15,SUV-A,Plant-A,Supplier-Gamma,Door Trim,Material Failure,7,23010,5,East
2024-03-07,Offroad-A,Plant-B,Supplier-Alpha,Dashboard Panel,Noise,4,6376,16,North
2024-11-20,Utility-A,Plant-B,Supplier-Alpha,Dashboard Panel,Fitment Issue,4,20026,4,East
2024-12-03,SUV-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Noise,5,10894,19,North
2024-04-07,SUV-A,Plant-A,Supplier-Beta,Fender Cladding,Material Failure,3,14852,13,South
2024-01-15,SUV-A,Plant-C,Supplier-Alpha,Fender Cladding,Fitment Issue,5,7668,3,North
2024-04-23,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Fitment Issue,5,18230,5,East
2024-04-13,SUV-B,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,6,9136,15,South
2024-11-02,SUV-A,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,5,13818,27,South
2024-07-11,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,6,7506,33,South
2024-08-01,SUV-A,Plant-A,Supplier-Alpha,Front Bumper,Surface Damage,4,24194,20,East
2024-05-24,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,3,12798,34,North
2024-04-06,SUV-A,Plant-D,Supplier-Gamma,Fender Cladding,Noise,6,3081,17,North
2024-02-21,SUV-A,Plant-D,Supplier-Beta,Rear Bumper,Surface Damage,6,11449,7,West
2024-02-27,SUV-B,Plant-A,Supplier-Beta,Wheel Arch Cladding,Material Failure,1,20391,15,West
2024-07-27,SUV-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,4,18514,34,East
2024-07-03,SUV-A,Plant-A,Supplier-Beta,Door Trim,Material Failure,5,24860,3,North
2024-06-14,Utility-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,6,8398,2,West
2024-03-09,SUV-B,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,7,20455,34,East
2024-05-02,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Noise,4,12853,35,North
2024-02-06,SUV-A,Plant-C,Supplier-Delta,Front Bumper,Noise,2,20582,20,South
2024-08-22,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Crack,3,16184,17,South
2024-03-15,Offroad-A,Plant-C,Supplier-Delta,Front Bumper,Material Failure,7,7941,31,East
2024-04-17,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Crack,1,10314,17,East
2024-10-17,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,3,17614,10,East
2024-10-21,SUV-A,Plant-B,Supplier-Beta,Fender Cladding,Noise,2,22647,23,South
2024-06-22,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Crack,1,24853,30,North
2024-04-27,Offroad-A,Plant-B,Supplier-Beta,Fender Cladding,Fitment Issue,4,17069,2,West
2024-05-23,Utility-A,Plant-A,Supplier-Alpha,Door Trim,Noise,1,23745,6,East
2024-12-09,SUV-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Surface Damage,5,7756,13,West
2024-06-07,Offroad-A,Plant-D,Supplier-Alpha,Door Trim,Noise,7,12821,24,West
2024-09-26,SUV-A,Plant-C,Supplier-Delta,Door Trim,Noise,2,6368,3,West
2024-08-28,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,6,13242,29,East
2024-02-16,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,5,20554,16,West
2024-12-28,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Surface Damage,7,4300,24,South
2024-11-28,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Material Failure,2,22275,4,West
2024-04-11,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Crack,4,6120,7,South
2024-09-29,Offroad-A,Plant-B,Supplier-Alpha,Door Trim,Crack,7,22011,20,West
2024-05-03,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Crack,4,3501,15,East
2024-07-02,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Surface Damage,5,18874,9,South
2024-06-12,Offroad-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Material Failure,2,4559,35,South
2024-06-18,SUV-B,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,2,23200,3,North
2024-03-22,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Noise,4,11647,25,North
2024-05-26,Offroad-A,Plant-A,Supplier-Delta,Door Trim,Surface Damage,3,21896,3,East
2024-05-14,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Crack,7,15936,15,South
2024-11-06,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,5,4345,11,North
2024-06-06,SUV-A,Plant-D,Supplier-Gamma,Rear Bumper,Material Failure,5,22130,24,North
2024-11-27,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Material Failure,2,3162,6,East
2024-07-21,SUV-B,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,6,20715,21,South
2024-04-29,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Surface Damage,1,21627,14,South
2024-01-29,Utility-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,6,24035,27,East
2024-06-10,SUV-A,Plant-C,Supplier-Alpha,Front Bumper,Noise,4,3151,13,West
2024-06-10,SUV-A,Plant-D,Supplier-Beta,Door Trim,Fitment Issue,6,21841,23,East
2024-12-07,SUV-A,Plant-D,Supplier-Beta,Rear Bumper,Crack,4,4664,2,North
2024-01-02,Offroad-A,Plant-B,Supplier-Beta,Fender Cladding,Crack,7,23155,31,North
2024-02-16,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Crack,6,23586,13,East
2024-04-09,SUV-A,Plant-A,Supplier-Delta,Door Trim,Crack,3,23305,16,East
2024-08-11,SUV-A,Plant-A,Supplier-Beta,Dashboard Panel,Fitment Issue,1,9576,1,East
2024-02-26,SUV-A,Plant-D,Supplier-Alpha,Front Bumper,Fitment Issue,1,13132,2,South
2024-05-01,Offroad-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,1,10738,32,West
2024-05-24,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Surface Damage,3,15910,2,South
2024-12-19,Offroad-A,Plant-B,Supplier-Alpha,Door Trim,Noise,4,14833,4,North
2024-06-02,SUV-B,Plant-D,Supplier-Gamma,Dashboard Panel,Fitment Issue,1,16471,2,North
2024-05-17,SUV-B,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,4,12945,4,East
2024-02-08,Offroad-A,Plant-A,Supplier-Beta,Door Trim,Material Failure,4,21385,13,East
2024-09-21,SUV-B,Plant-C,Supplier-Alpha,Front Bumper,Material Failure,3,23384,1,West
2024-10-07,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,4,6652,3,East
2024-05-27,SUV-A,Plant-D,Supplier-Delta,Door Trim,Crack,2,18630,15,North
2024-01-15,Offroad-A,Plant-B,Supplier-Beta,Rear Bumper,Surface Damage,4,6237,3,West
2024-08-19,Offroad-A,Plant-B,Supplier-Gamma,Door Trim,Noise,7,6655,33,North
2024-04-22,SUV-B,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Noise,2,15553,14,North
2024-12-12,Offroad-A,Plant-D,Supplier-Alpha,Front Bumper,Material Failure,1,24194,10,East
2024-05-18,Utility-A,Plant-B,Supplier-Delta,Rear Bumper,Noise,6,8796,23,North
2024-05-23,SUV-A,Plant-A,Supplier-Gamma,Fender Cladding,Crack,2,19646,8,North
2024-05-31,Offroad-A,Plant-C,Supplier-Alpha,Rear Bumper,Fitment Issue,1,5251,1,South
2024-08-29,Offroad-A,Plant-D,Supplier-Alpha,Dashboard Panel,Surface Damage,6,23795,28,West
2024-05-27,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Surface Damage,2,17410,11,South
2024-09-20,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Crack,7,14975,9,East
2024-09-27,SUV-B,Plant-A,Supplier-Beta,Door Trim,Noise,2,11897,11,South
2024-03-17,SUV-B,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Crack,1,13679,1,West
2024-03-18,Utility-A,Plant-C,Supplier-Gamma,Dashboard Panel,Surface Damage,3,6579,3,West
2024-10-29,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Crack,4,19891,23,West
2024-08-03,Utility-A,Plant-A,Supplier-Beta,Door Trim,Surface Damage,2,8882,19,North
2024-04-28,Utility-A,Plant-A,Supplier-Alpha,Fender Cladding,Noise,5,24532,9,North
2024-08-16,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Surface Damage,3,14683,6,South
2024-05-31,Utility-A,Plant-A,Supplier-Delta,Dashboard Panel,Crack,7,10658,16,South
2024-10-29,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Material Failure,6,11150,19,South
2024-01-18,SUV-B,Plant-C,Supplier-Beta,Rear Bumper,Surface Damage,4,10423,19,West
2024-06-18,Utility-A,Plant-D,Supplier-Beta,Wheel Arch Cladding,Material Failure,3,11980,3,West
2024-04-05,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Material Failure,3,17522,13,West
2024-06-13,SUV-B,Plant-B,Supplier-Gamma,Fender Cladding,Material Failure,1,8527,26,North
2024-02-02,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Crack,5,18969,20,West
2024-08-27,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Crack,7,16194,23,North
2024-12-13,Offroad-A,Plant-B,Supplier-Gamma,Door Trim,Noise,7,24519,19,West
2024-09-29,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Surface Damage,4,24043,31,East
2024-02-15,Utility-A,Plant-B,Supplier-Gamma,Dashboard Panel,Fitment Issue,7,4400,6,South
2024-03-19,SUV-A,Plant-D,Supplier-Gamma,Rear Bumper,Material Failure,7,24446,35,East
2024-12-16,Offroad-A,Plant-A,Supplier-Gamma,Front Bumper,Surface Damage,3,21374,6,East
2024-06-10,Utility-A,Plant-B,Supplier-Alpha,Rear Bumper,Material Failure,1,17139,17,North
2024-09-15,Offroad-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Noise,4,2098,1,South
2024-02-25,Offroad-A,Plant-D,Supplier-Beta,Fender Cladding,Crack,1,3910,28,West
2024-05-19,Utility-A,Plant-A,Supplier-Beta,Fender Cladding,Fitment Issue,4,11418,31,East
2024-01-26,SUV-B,Plant-B,Supplier-Gamma,Rear Bumper,Crack,3,3187,16,East
2024-05-31,Utility-A,Plant-C,Supplier-Beta,Front Bumper,Noise,2,24673,4,South
2024-11-11,SUV-A,Plant-D,Supplier-Alpha,Fender Cladding,Noise,6,10478,3,East
2024-02-27,SUV-B,Plant-B,Supplier-Beta,Front Bumper,Material Failure,6,4018,7,North
2024-08-13,SUV-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,5,6763,23,South
2024-09-20,SUV-B,Plant-B,Supplier-Alpha,Door Trim,Crack,7,14352,4,South
2024-09-07,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,6,12398,20,South
2024-07-22,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Surface Damage,2,4163,13,South
2024-01-26,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Noise,2,5111,8,East
2024-02-18,SUV-B,Plant-A,Supplier-Gamma,Door Trim,Material Failure,3,15963,34,North
2024-10-25,Offroad-A,Plant-B,Supplier-Gamma,Front Bumper,Fitment Issue,7,16283,4,West
2024-07-29,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Crack,1,15146,26,East
2024-01-21,Utility-A,Plant-C,Supplier-Gamma,Front Bumper,Material Failure,7,7741,35,North
2024-12-20,Utility-A,Plant-C,Supplier-Beta,Front Bumper,Noise,5,6944,20,North
2024-03-29,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Noise,2,18883,10,West
2024-10-03,SUV-B,Plant-A,Supplier-Delta,Door Trim,Surface Damage,1,3688,6,South
2024-01-14,Offroad-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Crack,5,13869,30,North
2024-05-15,SUV-A,Plant-B,Supplier-Gamma,Door Trim,Noise,3,18009,3,South
2024-01-07,SUV-A,Plant-A,Supplier-Alpha,Door Trim,Material Failure,6,18743,20,East
2024-08-15,Offroad-A,Plant-C,Supplier-Delta,Dashboard Panel,Material Failure,5,22626,3,South
2024-04-08,SUV-B,Plant-D,Supplier-Beta,Fender Cladding,Material Failure,6,6163,16,North
2024-07-05,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Crack,4,22622,4,North
2024-05-09,Utility-A,Plant-D,Supplier-Delta,Door Trim,Crack,6,21684,17,West
2024-11-20,Offroad-A,Plant-C,Supplier-Alpha,Front Bumper,Noise,3,20190,29,South
2024-06-20,Offroad-A,Plant-A,Supplier-Delta,Door Trim,Surface Damage,2,5574,4,East
2024-03-06,Offroad-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Surface Damage,4,18992,10,East
2024-01-18,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Surface Damage,1,16770,9,South
2024-07-25,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,2,8156,11,East
2024-05-23,SUV-A,Plant-C,Supplier-Beta,Rear Bumper,Crack,4,10912,1,East
2024-09-24,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Crack,6,24482,31,East
2024-12-29,Offroad-A,Plant-A,Supplier-Beta,Fender Cladding,Noise,6,18442,17,South
2024-11-11,SUV-A,Plant-D,Supplier-Gamma,Front Bumper,Material Failure,3,24284,18,South
2024-11-05,Offroad-A,Plant-D,Supplier-Alpha,Fender Cladding,Crack,4,19976,7,North
2024-02-09,Utility-A,Plant-B,Supplier-Delta,Rear Bumper,Surface Damage,7,6789,26,North
2024-06-19,SUV-A,Plant-C,Supplier-Beta,Fender Cladding,Fitment Issue,4,3831,24,West
2024-05-29,SUV-B,Plant-D,Supplier-Beta,Rear Bumper,Material Failure,6,17709,33,North
2024-01-04,SUV-B,Plant-B,Supplier-Delta,Door Trim,Material Failure,6,13363,26,South
2024-10-03,Offroad-A,Plant-D,Supplier-Alpha,Dashboard Panel,Fitment Issue,2,17646,29,South
2024-06-18,Utility-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,6,10460,24,West
2024-12-12,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Crack,4,21223,12,South
2024-10-23,SUV-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,5,2496,28,South
2024-04-05,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Noise,6,7175,26,South
2024-02-05,Utility-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Material Failure,2,14589,25,East
2024-05-01,SUV-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Material Failure,5,2769,15,West
2024-09-29,Offroad-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,4,13061,31,North
2024-06-30,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Crack,6,2591,34,South
2024-12-12,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Surface Damage,7,20931,8,North
2024-12-23,SUV-B,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Crack,5,17819,27,South
2024-03-02,SUV-A,Plant-D,Supplier-Beta,Fender Cladding,Crack,7,23337,4,North
2024-04-27,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Crack,3,22668,12,South
2024-12-05,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Noise,6,19769,31,South
2024-09-08,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Fitment Issue,3,11860,21,West
2024-11-08,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,4,15840,20,North
2024-04-08,Offroad-A,Plant-B,Supplier-Beta,Dashboard Panel,Noise,5,14435,17,West
2024-10-15,SUV-A,Plant-B,Supplier-Alpha,Dashboard Panel,Surface Damage,4,20087,31,East
2024-09-07,SUV-A,Plant-D,Supplier-Beta,Door Trim,Crack,3,21928,15,South
2024-01-26,SUV-B,Plant-B,Supplier-Delta,Wheel Arch Cladding,Noise,5,6689,32,East
2024-03-28,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Surface Damage,3,19813,2,East
2024-10-06,Utility-A,Plant-D,Supplier-Beta,Dashboard Panel,Fitment Issue,5,7940,28,North
2024-10-13,SUV-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Material Failure,6,23319,21,South
2024-10-09,Offroad-A,Plant-C,Supplier-Alpha,Rear Bumper,Crack,2,5751,13,North
2024-02-18,Offroad-A,Plant-C,Supplier-Beta,Fender Cladding,Crack,4,19326,33,South
2024-03-13,SUV-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Crack,7,18841,27,East
2024-07-12,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Fitment Issue,7,14496,26,West
2024-07-16,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Crack,6,23037,34,East
2024-06-01,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Crack,6,13631,18,West
2024-01-16,Utility-A,Plant-A,Supplier-Delta,Dashboard Panel,Fitment Issue,5,8938,10,East
2024-04-18,SUV-A,Plant-A,Supplier-Gamma,Rear Bumper,Noise,6,11500,19,South
2024-03-27,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Surface Damage,6,15317,12,South
2024-04-30,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Material Failure,5,11363,24,East
2024-07-15,SUV-B,Plant-B,Supplier-Delta,Dashboard Panel,Surface Damage,2,7092,1,East
2024-05-24,SUV-A,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,1,3866,9,East
2024-01-09,Offroad-A,Plant-D,Supplier-Gamma,Dashboard Panel,Fitment Issue,2,18017,29,East
2024-12-11,SUV-A,Plant-A,Supplier-Delta,Door Trim,Surface Damage,5,12854,28,South
2024-09-25,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Fitment Issue,6,21477,35,South
2024-08-27,SUV-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,6,9145,18,West
2024-01-18,SUV-A,Plant-B,Supplier-Delta,Door Trim,Crack,7,10568,19,West
2024-04-10,Offroad-A,Plant-B,Supplier-Alpha,Front Bumper,Noise,1,22997,22,South
2024-02-14,Offroad-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Material Failure,6,13540,18,North
2024-10-14,SUV-B,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,3,15119,12,East
2024-01-07,SUV-A,Plant-D,Supplier-Delta,Door Trim,Noise,4,9943,9,West
2024-10-02,SUV-A,Plant-A,Supplier-Beta,Front Bumper,Surface Damage,7,5781,15,North
2024-08-24,Offroad-A,Plant-B,Supplier-Delta,Front Bumper,Crack,1,8774,9,East
2024-07-08,SUV-B,Plant-C,Supplier-Alpha,Fender Cladding,Surface Damage,3,4914,9,North
2024-01-14,SUV-A,Plant-C,Supplier-Beta,Front Bumper,Noise,6,21637,31,South
2024-09-21,SUV-B,Plant-B,Supplier-Gamma,Door Trim,Crack,7,20797,6,East
2024-12-21,SUV-B,Plant-D,Supplier-Gamma,Rear Bumper,Surface Damage,5,6396,15,East
2024-06-25,SUV-B,Plant-A,Supplier-Delta,Wheel Arch Cladding,Noise,1,6599,10,East
2024-03-30,Offroad-A,Plant-C,Supplier-Beta,Front Bumper,Crack,2,9477,1,South
2024-04-02,Utility-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,6,3103,8,West
2024-01-16,Offroad-A,Plant-A,Supplier-Delta,Dashboard Panel,Crack,4,13466,24,South
